repeat,decoder,sndr_db,snr_db,sfdr_db,thd_db,enob,aligned_error_rmse_lsb,saturation_fraction
25,ORACLE_SRM_EXPECTED_NOISY,96.7081713013545,97.6508825897318,121.90215386010667,-124.30624715129736,15.772121478630316,0.30462141288131916,0.0
25,SELF_CAL_NO_SRM_NOISY,89.6515587376042,90.43699835934646,105.61659692625268,-105.28019573322308,14.599926700598706,0.6771686816761462,0.0
25,SELF_CAL_SRM_22_NOISY,93.89587643009911,95.04228368203266,105.80173031762534,-105.76166185897188,15.304962862142709,0.4154216935076613,0.0
26,ORACLE_NO_SRM_NOISY,90.47312374182931,90.91416579194684,115.68700179937798,-117.3406728669586,14.736399292662677,0.6244650722319496,0.0
26,ORACLE_SRM_22_NOISY,95.88793990781225,96.14834955477129,121.35060405894733,-122.10919319216698,15.635870416580108,0.3347971119690535,0.0
26,ORACLE_SRM_EXPECTED_NOISY,96.73248606634164,97.72770804297556,121.71414504370611,-124.54364923943336,15.776160476136484,0.3038580129917561,0.0
26,SELF_CAL_NO_SRM_NOISY,89.63746507047374,90.43439534331097,105.48899859031046,-105.36394041411425,14.59758555987936,0.6782455845189606,0.0
26,SELF_CAL_SRM_22_NOISY,93.93351746225525,95.21960389130582,106.36270401094096,-106.2808444970866,15.311215525291571,0.413622738657413,0.0
27,ORACLE_NO_SRM_NOISY,90.542236449528,90.8838190541396,115.14509296296188,-115.30664123774514,14.747879808891696,0.6195381948649679,0.0
27,ORACLE_SRM_22_NOISY,95.87903353772994,96.05641594307448,122.091913427909,-122.66287569113675,15.634390953111286,0.3351301265968529,0.0
27,ORACLE_SRM_EXPECTED_NOISY,96.73074515983433,97.73003022702439,121.31903140145968,-126.0060765379414,15.775871289009025,0.3038514865570204,0.0
27,SELF_CAL_NO_SRM_NOISY,89.695984549222,90.51223144598436,104.9837193045286,-104.80952825137918,14.60730640352525,0.6737215432172265,0.0
27,SELF_CAL_SRM_22_NOISY,93.83928500962762,94.98052862509982,105.83926941134109,-105.77279207172717,15.295562293958076,0.41812074971771246,0.0
28,ORACLE_NO_SRM_NOISY,90.48369533403813,90.93395739823224,116.47412072756225,-114.45224650566499,14.73815537110268,0.6237107548986326,0.0
28,ORACLE_SRM_22_NOISY,95.93052678326181,96.21467326078292,122.79653508059656,-122.0251389505623,15.642944648382361,0.3331484799724901,0.0
28,ORACLE_SRM_EXPECTED_NOISY,96.75505094460274,97.70325637790974,121.20302121256115,-127.57285438135449,15.77990879478451,0.3029909046633843,0.0
28,SELF_CAL_NO_SRM_NOISY,89.6158652422155,90.45962685540576,105.26140482641382,-104.95662258566016,14.593997548540782,0.6799370649226542,0.0
28,SELF_CAL_SRM_22_NOISY,93.84887614615971,95.03896727125144,105.95226862545064,-105.888576728849,15.297155506006597,0.4176537165094983,0.0
29,ORACLE_NO_SRM_NOISY,90.39086577192697,90.59100440706332,115.97320767510766,-116.74158514200204,14.722735178060958,0.6304094413728097,0.0
29,ORACLE_SRM_22_NOISY,95.82521393033343,96.10479291491055,122.20951711187274,-124.23802401251373,15.625450818992265,0.33721964148447053,0.0
29,ORACLE_SRM_EXPECTED_NOISY,96.70125503348879,97.64911622180716,121.90657344728805,-124.96858200199547,15.770972596925048,0.3048958140010861,0.0
29,SELF_CAL_NO_SRM_NOISY,89.60893147448309,90.16905879553428,106.23601551813543,-105.89882967763694,14.59284575988091,0.680488251661663,0.0
29,SELF_CAL_SRM_22_NOISY,93.92177774196301,94.85208554825206,107.24496517620354,-107.14263591942532,15.309265405641696,0.4141652391091114,0.0
30,ORACLE_NO_SRM_NOISY,90.602007466155,91.00998646106235,115.68815022725926,-116.27073374519821,14.757808549195182,0.6152753979492516,0.0
30,ORACLE_SRM_22_NOISY,95.98283532809302,96.32888823596608,121.93811954849534,-124.55080685806159,15.651633775430733,0.33118439690990525,0.0
30,ORACLE_SRM_EXPECTED_NOISY,96.81761644516568,97.8140713797665,121.56885409039872,-124.36980361280744,15.790301735077357,0.3008929856129482,0.0
30,SELF_CAL_NO_SRM_NOISY,89.674604711858,90.56789249518226,105.12902593453283,-104.93524834653499,14.603754935524584,0.6753542326383613,0.0
30,SELF_CAL_SRM_22_NOISY,93.93880090123936,95.06397319563115,106.72292193987627,-106.5629539844265,15.31209317296335,0.4133580647708225,0.0
31,ORACLE_NO_SRM_NOISY,90.5633623499704,90.95998723026682,115.64318724351934,-116.2971402865941,14.75138909467947,0.6180692855905404,0.0
31,ORACLE_SRM_22_NOISY,95.9048402215582,95.96815927863973,123.49701456202385,-123.29670222484154,15.638677777667477,0.33413755836046183,0.0
31,ORACLE_SRM_EXPECTED_NOISY,96.75321340128546,97.70733161134109,121.76368865166685,-124.66946915203539,15.779603555030809,0.3031011565825607,0.0
31,SELF_CAL_NO_SRM_NOISY,89.68129079575874,90.50037304843156,104.96647051317535,-104.82537859527591,14.604865580690822,0.6748700026737613,0.0
31,SELF_CAL_SRM_22_NOISY,93.84407349061695,95.09602132511553,106.16986049257271,-106.07221672684372,15.296357722693847,0.41790916837987807,0.0
